# Онтология аттракторов человеческого организма с количественными оценками
1.	Точечные аттракторы (всего: 4000-5000)
2.3.1.1.2.1.1.	Ритм моторной активности мигрирующего миоэлектрического комплекса
2.3.1.1.2.1.2.	Периодические сокращения гладкой мускулатуры желудка
2.3.1.1.2.2.	Периоды покоя (1-2)
2.3.1.1.2.2.1.	Базальный электрический ритм тонкого кишечника
2.3.1.1.2.2.2.	Медленные волны гладкой мускулатуры желудка
2.3.1.1.2.3.	Транзиторные состояния (1-1)
2.3.1.1.2.3.1.	Ритм секреторной активности энтерохромаффинных клеток
2.3.1.2.	Физиологические циркадные ритмы (5-8)
2.3.1.2.1.	Температурные (3-4)
2.3.1.2.1.1.	Центральные осцилляции (1-2)
2.3.1.2.1.1.1.	Циркадианный ритм температуры гипоталамуса
2.3.1.2.1.1.2.	Околосуточные колебания температуры ядра тела
2.3.1.2.1.2.	Периферические колебания (1-1)
2.3.1.2.1.2.1.	Циркадианный ритм кожной температуры
2.3.1.2.1.3.	Метаболические ритмы (1-1)
2.3.1.2.1.3.1.	Суточный ритм термогенеза
2.3.1.2.2.	Гормональные (2-4)
2.3.1.2.2.1.	Центральные водители (1-2)
2.3.1.2.2.1.1.	Циркадианный ритм секреции кортизола
2.3.1.2.2.1.2.	Суточный ритм выброса соматотропного гормона
2.3.1.2.2.2.	Периферические осцилляторы (1-1)
2.3.1.2.2.2.1.	Циркадианный ритм секреции мелатонина
2.3.1.2.2.3.	Тканевые модуляторы (0-1)
2.3.1.2.2.3.1.	Циркадианный ритм мышечной регенерации
2.3.2.	Инфрадианные ритмы (8-12)
2.3.2.1.	Многодневные циклы (5-7)
2.3.2.1.1.	Репродуктивные циклы (3-4)
2.3.2.1.1.1.	Овариальные циклы (1-2)
2.3.2.1.1.1.1.	Фолликулярная фаза
2.3.2.1.1.1.2.	Лютеиновая фаза
2.3.2.1.1.1.3.	Менструальная фаза
2.3.2.1.1.2.	Гонадотропные ритмы (1-1)
2.3.2.1.1.2.1.	ФСГ-ритм
2.3.2.1.1.2.2.	ЛГ-ритм
2.3.2.1.1.3.	Андрогенные осцилляции (1-1)
2.3.2.1.1.3.1.	Тестостероновый ритм
2.3.2.1.1.3.2.	ДГЭА-ритм
2.3.2.1.2.	Метаболические (2-3)
2.3.2.1.2.1.	Ростовые циклы (1-1)
2.3.2.1.2.1.1.	Соматотропный ритм
2.3.2.1.2.1.2.	Инсулиноподобный ритм
2.3.2.1.2.2.	Анаболические ритмы (1-1)
2.3.2.1.2.2.1.	Протеин-синтетический ритм
2.3.2.1.2.2.2.	Энергетический ритм
2.3.2.1.2.3.	Катаболические осцилляции (0-1)
2.3.2.1.2.3.1.	Протеолитический ритм
2.3.2.1.2.3.2.	Липолитический ритм
2.3.2.2.	Сезонные циклы (3-5)
2.3.2.2.1.	Нейроэндокринные (2-3)
2.3.2.2.1.1.	Фотопериодические ритмы (1-1)
2.3.2.2.1.1.1.	Мелатониновый ритм
2.3.2.2.1.1.2.	Серотониновый ритм
2.3.2.2.1.2.	Метаболические циклы (1-1)
2.3.2.2.1.2.1.	Термогенетический ритм
2.3.2.2.1.2.2.	Энергетический баланс
2.3.2.2.1.3.	Поведенческие паттерны (0-1)
2.3.2.2.1.3.1.	Активационный ритм
2.3.2.2.1.3.2.	Социальный ритм
2.3.2.2.2.	Иммунные (1-2)
2.3.2.2.2.1.	Воспалительная активность (0-1)
2.3.2.2.2.1.1.	Цитокиновый ритм
2.3.2.2.2.1.2.	Острофазный ритм
2.3.2.2.2.2.	Иммунная реактивность (1-1)
2.3.2.2.2.2.1.	Лимфоцитарный ритм
2.3.2.2.2.2.2.	Фагоцитарный ритм
2.3.2.2.2.3.	Цитокиновые осцилляции (0-0)
2.3.2.2.2.3.1.	Противовоспалительный ритм
2.3.2.2.2.3.2.	Хемокиновый ритм
3.	 Квазипериодические аттракторы (всего: 210-255)
3.1.	 Нейрональные аттракторы (80-100)
3.1.1.	Сенсорные системы (45-55)
3.1.1.1.	Первичная обработка (25-30)
3.1.1.1.1.	Зрительная (10-12)
3.1.1.1.1.1.	Ретинальные паттерны (4-4)
3.1.1.1.1.1.1.	Паттерн фоторецепторной активности
3.1.1.1.1.1.2.	ON-центр ганглиозный аттрактор
3.1.1.1.1.1.3.	OFF-центр ганглиозный аттрактор
3.1.1.1.1.1.4.	Дирекционально-селективный аттрактор
3.1.1.1.1.2.	Таламические осцилляции (3-4)
3.1.1.1.1.2.1.	Альфа-ритмический таламокортикальный аттрактор
3.1.1.1.1.2.2.	Релейный синхронизационный аттрактор
3.1.1.1.1.2.3.	Ретикулярный тормозной аттрактор
3.1.1.1.1.3.	Корковые ответные осцилляторы (3-4)
3.1.1.1.1.3.1.	Простоклеточный осциллятор V1
3.1.1.1.1.3.2.	Сложноклеточный синхронизатор
3.1.1.1.1.3.3.	Колончатый интегратор
3.1.1.1.1.3.4.	Межслойный осциллятор
3.1.1.1.2.	Слуховая (8-10)
3.1.1.1.2.1.	Кохлеарные паттерны осцилляции (3-4)
3.1.1.1.2.1.1.	Базилярный тонотопический аттрактор
3.1.1.1.2.1.2.	Внутренний волосковый осциллятор
3.1.1.1.2.1.3.	Наружный волосковый модулятор
3.1.1.1.2.1.4.	Афферентный синхронизатор
3.1.1.1.2.2.	Стволовые осцилляции (3-3)
3.1.1.1.2.2.1.	Кохлеарный временной интегратор
3.1.1.1.2.2.2.	Оливарный бинауральный осциллятор
3.1.1.1.2.2.3.	Коликулярный пространственный локализатор
3.1.1.1.2.3.	Слуховые корковые ответные аттракторы (2-3)
3.1.1.1.2.3.1.	Тонотопический картирующий осциллятор
3.1.1.1.2.3.2.	Частотный интегратор
3.1.1.1.2.3.3.	Временной паттерн-анализатор
3.1.1.1.2.4.	Бинауральные синхронизации (3-4) 
3.1.1.1.2.4.1.	Межполушарный бинауральный осциллятор
3.1.1.1.2.4.2.	Фазовый синхронизационный аттрактор
3.1.1.1.2.4.3.	Частотно-модулированный пульсатор
3.1.1.1.2.4.4.	Пространственный интеграционный аттрактор
3.1.1.1.3.	Соматосенсорная (7-8)
3.1.1.1.3.1.	Периферические паттерны осцилляции (2-3)
3.1.1.1.3.1.1.	Механорецепторный адаптационный аттрактор
3.1.1.1.3.1.2.	Проприоцептивный обратный осциллятор
3.1.1.1.3.1.3.	Ноцицептивный модуляционный аттрактор
3.1.1.1.3.2.	Таламические осцилляторы (3-3)
3.1.1.1.3.2.1.	Таламокортикальный ритмический аттрактор
3.1.1.1.3.2.2.	Соматотопический организационный осциллятор
3.1.1.1.3.2.3.	Болевой модуляционный аттрактор
3.1.1.1.3.3.	Корковая интеграторы (2-2)
3.1.1.1.3.3.1.	Соматотопический картирующий осциллятор
3.1.1.1.3.3.2.	Мультимодальный интеграционный аттрактор
3.1.1.1.3.4.	Висцеральный ноцицептивный осциллятор
3.1.1.2.	Интегративная обработка (20-25)
3.1.1.2.1.	Мультисенсорная интеграция (12-15)
3.1.1.2.1.1.	Пространственные интеграторы (4-5)
3.1.1.2.1.1.1.	Бимодальный конвергентный осциллятор
3.1.1.2.1.1.2.	Тримодальный интеграционный аттрактор
3.1.1.2.1.1.3.	Мультисенсорный картирующий осциллятор
3.1.1.2.1.1.4.	Пространственный аттенционный модулятор
3.1.1.2.1.1.5.	Объектный интеграционный аттрактор
3.1.1.2.1.2.	Временные синхронизаторы (4-5)
3.1.1.2.1.2.1.	Кросс-модальный синхронизационный аттрактор
3.1.1.2.1.2.2.	Темпоральный интеграционный осциллятор
3.1.1.2.1.2.3.	Сенсомоторный синхронизатор
3.1.1.2.1.2.4.	Предиктивный кодирующий аттрактор
3.1.1.2.1.2.5.	Темпоральный связывающий осциллятор
3.1.1.2.1.3.	Межмодальное связывание (4-5)
3.1.1.2.1.3.1.	Аудиовизуальная интеграция 
3.1.1.2.1.3.2.	Визуально-тактильное связывание 
3.1.1.2.1.3.3.	Аудиотактильная конвергенция 
3.1.1.2.1.3.4.	Мультисенсорная калибровка 
3.1.1.2.1.4.	Трисенсорный интеграционный осциллятор
3.1.1.3.	Межмодальное внимание
3.1.1.3.1.	Пространственная (8-10)
3.1.1.3.1.1.	Эгоцентрические карты (3-4)
3.1.1.3.1.1.1.	Перисональный пространственный осциллятор
3.1.1.3.1.1.2.	Телесно-центрированный аттрактор
3.1.1.3.1.1.3.	Моторно-эгоцентрический пульсатор
3.1.1.3.1.1.4.	Сенсомоторный интеграционный аттрактор
3.1.1.3.1.2.	Аллоцентрические карты (3-3)
3.1.1.3.1.2.1.	Объектно-референтный осциллятор
3.1.1.3.1.2.2.	Пространственно-когнитивный аттрактор
3.1.1.3.1.2.3.	Средовой навигационный пульсатор
3.1.1.3.1.3.	Навигационные паттерны (2-3)
3.1.1.3.1.3.1.	Маршрутный интеграционный осциллятор
3.1.1.3.1.3.2.	Когнитивно-картографический аттрактор
3.1.1.3.1.3.3.	Пространственно-ориентационный пульсатор
3.1.1.3.2.	Временная синхронизация 
3.1.1.3.2.1.	Темпоральный интеграционный осциллятор
3.1.1.3.2.2.	Мультимодальный синхронизационный пульсатор
3.1.1.3.2.3.	Кросс-модальный координационный аттрактор
3.1.2.	Моторные системы (35-45)
3.1.2.1.	Произвольные движения (20-25)
3.1.2.1.1.	Планирование движений (10-12)
3.1.2.1.1.1.	Фронтальные паттерны (4-4)
3.1.2.1.1.1.1.	Последовательностный планирующий аттрактор
3.1.2.1.1.1.2.	Моторный решающий осциллятор
3.1.2.1.1.1.3.	Моторный рабочий аттрактор
3.1.2.1.1.1.4.	Моторный аттенционный осциллятор
3.1.2.1.1.2.	Премоторные осцилляции (3-4)
3.1.2.1.1.2.1.	Подготовительный моторный аттрактор
3.1.2.1.1.2.2.	Моторный репрезентационный осциллятор
3.1.2.1.1.2.3.	Темпоральный организационный аттрактор
3.1.2.1.1.2.4.	Секвенционный программирующий осциллятор
3.1.2.1.1.3.	Мозжечковые программы (3-4)
3.1.2.1.1.3.1.	Предиктивный моторный аттрактор
3.1.2.1.1.3.2.	Коррекционный осциллятор
3.1.2.1.1.3.3.	Темпоральный координационный аттрактор
3.1.2.1.1.3.4.	Адаптивный обучающий осциллятор
3.1.2.1.2.	Исполнение движений (10-13)
3.1.2.1.2.1.	Первичные моторные паттерны осцилляции (4-5)
3.1.2.1.2.1.1.	Кортикоспинальный активационный аттрактор
3.1.2.1.2.1.2.	Синергетический моторный осциллятор
3.1.2.1.2.1.3.	Обратносвязанный моторный аттрактор
3.1.2.1.2.1.4.	Синхронизационный моторный осциллятор
3.1.2.1.2.1.5.	Конечностный координационный аттрактор
